sha,commit/committer/date,commit/message,committer/login,committer/id,InsertQuery,,,,,
5e174d560b0353a39ff15a33fd776cd8dca20c7f,2016-03-01T00:31:29Z,push demo map,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('5e174d560b0353a39ff15a33fd776cd8dca20c7f','16628107','yemao616','2016-03-01T00:31:29Z','push demo map');"
08413f42aeb5d7a9e83b82b32e9e67b5f0e182a3,2016-02-29T23:30:49Z,Remove the place on clicking X,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('08413f42aeb5d7a9e83b82b32e9e67b5f0e182a3','13953290','asaha1','2016-02-29T23:30:49Z','Remove the place on clicking X');"
0d91e95a2fb704b12a9039972f20beddcb0275bd,2016-02-29T21:36:10Z,push demo test,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('0d91e95a2fb704b12a9039972f20beddcb0275bd','16628107','yemao616','2016-02-29T21:36:10Z','push demo test');"
a7fb68e186ee24c7a72f88833492716a86cc8acf,2016-02-29T21:18:15Z,push demo,,,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('a7fb68e186ee24c7a72f88833492716a86cc8acf','','','2016-02-29T21:18:15Z','push demo');"
bedb0cf08799f320c30c3a527ab5d360624ac79f,2016-02-29T02:58:30Z,test id push,,,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('bedb0cf08799f320c30c3a527ab5d360624ac79f','','','2016-02-29T02:58:30Z','test id push');"
b31d44b3793689bf54d7154a86414abc834146c3,2016-02-29T02:54:57Z,test pull,,,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('b31d44b3793689bf54d7154a86414abc834146c3','','','2016-02-29T02:54:57Z','test pull');"
310a9e7088343fd76023d5c6591fa506d263ac05,2016-02-29T02:46:41Z,test pull,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('310a9e7088343fd76023d5c6591fa506d263ac05','16628107','yemao616','2016-02-29T02:46:41Z','test pull');"
2db5b7a670bb651cb6fac8dea2fea19d78b80332,2016-02-29T02:31:08Z,blah blah,,,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('2db5b7a670bb651cb6fac8dea2fea19d78b80332','','','2016-02-29T02:31:08Z','blah blah');"
16928474aff4ed92efaeb4b863b020b0f0935803,2016-02-29T02:28:49Z,Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse,,,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('16928474aff4ed92efaeb4b863b020b0f0935803','','','2016-02-29T02:28:49Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse');"
cd995ae2ef9faa623bd3cf7fb4b1ceaf074ff3d6,2016-02-29T02:28:22Z,doule check,,,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('cd995ae2ef9faa623bd3cf7fb4b1ceaf074ff3d6','','','2016-02-29T02:28:22Z','doule check');"
efc6d0cfed41e7d6094aaf59182c40f8ba884d8e,2016-02-28T03:05:47Z,Create The way to improve greatly on March,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('efc6d0cfed41e7d6094aaf59182c40f8ba884d8e','16628107','yemao616','2016-02-28T03:05:47Z','Create The way to improve greatly on March');"
895146b6d30e4935d2ad60126d4e642df81b24cf,2016-02-28T02:48:13Z,Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('895146b6d30e4935d2ad60126d4e642df81b24cf','13953290','asaha1','2016-02-28T02:48:13Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse');"
c21812f4418bdc52042661f6f80e6dc2f724d7c2,2016-02-28T02:48:01Z,Solution 3 version 1.2 with multiple search capabilities and actual paths,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('c21812f4418bdc52042661f6f80e6dc2f724d7c2','13953290','asaha1','2016-02-28T02:48:01Z','Solution 3 version 1.2 with multiple search capabilities and actual paths');"
ace02670a3628df87fe6ce69974c3f38fc6c5612,2016-02-28T01:19:46Z,direction function finish,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('ace02670a3628df87fe6ce69974c3f38fc6c5612','16145028','YiqiaoXu-Joe','2016-02-28T01:19:46Z','direction function finish');"
6f8b22ea600fe5895d46fd858da29201153d5954,2016-02-26T22:18:05Z,save address in array for direction,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('6f8b22ea600fe5895d46fd858da29201153d5954','16145028','YiqiaoXu-Joe','2016-02-26T22:18:05Z','save address in array for direction');"
8c93083036895d9aadbfbc3f0b9389f95b30ea8a,2016-02-26T18:44:19Z,Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('8c93083036895d9aadbfbc3f0b9389f95b30ea8a','16145028','YiqiaoXu-Joe','2016-02-26T18:44:19Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse');"
bfc646c279e75d67def9e08d8c7358ead198e218,2016-02-26T18:40:37Z,search and make marker in web,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('bfc646c279e75d67def9e08d8c7358ead198e218','16145028','YiqiaoXu-Joe','2016-02-26T18:40:37Z','search and make marker in web');"
953d8ebe60c7386b9ac8448c9864fad142504e2e,2016-02-26T18:38:30Z,search and make marker in web,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('953d8ebe60c7386b9ac8448c9864fad142504e2e','16145028','YiqiaoXu-Joe','2016-02-26T18:38:30Z','search and make marker in web');"
c6ec494f963895e52787952143ca65a2fbd49fad,2016-02-25T21:07:25Z,Adding Ye\'s solution,,,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('c6ec494f963895e52787952143ca65a2fbd49fad','','','2016-02-25T21:07:25Z','Adding Ye\'s solution');"
e1b0068049926e9a3271533002481cedd500cf15,2016-02-25T18:57:37Z,Delete What we have in Solution_2,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('e1b0068049926e9a3271533002481cedd500cf15','16628107','yemao616','2016-02-25T18:57:37Z','Delete What we have in Solution_2');"
adfd82f14e5f8aed275f2ddd0d535408ef433270,2016-02-25T18:57:17Z,Create What we have in Solution_2,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('adfd82f14e5f8aed275f2ddd0d535408ef433270','16628107','yemao616','2016-02-25T18:57:17Z','Create What we have in Solution_2');"
a79667bb0758aa5455b0cfc950a089dbd7850445,2016-02-25T18:55:44Z,Create What we have in Solution_2,yemao616,16628107,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('a79667bb0758aa5455b0cfc950a089dbd7850445','16628107','yemao616','2016-02-25T18:55:44Z','Create What we have in Solution_2');"
8a7af66734a02c0b3299eeafdafbb3ae508367df,2016-02-25T14:33:49Z,Update README.md,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('8a7af66734a02c0b3299eeafdafbb3ae508367df','13953290','asaha1','2016-02-25T14:33:49Z','Update README.md');"
f79898381214d6413754d03d554823fb579cf26e,2016-02-25T14:32:07Z,Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('f79898381214d6413754d03d554823fb579cf26e','13953290','asaha1','2016-02-25T14:32:07Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse');"
e35139935611a72184f1fd8a92a95f26310a4b93,2016-02-25T14:30:01Z,Modifying the screen shot,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('e35139935611a72184f1fd8a92a95f26310a4b93','13953290','asaha1','2016-02-25T14:30:01Z','Modifying the screen shot');"
d687cce0f8ab0a68598a3790ebc68c1d370f89c1,2016-02-25T14:26:51Z,Update README.md,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('d687cce0f8ab0a68598a3790ebc68c1d370f89c1','13953290','asaha1','2016-02-25T14:26:51Z','Update README.md');"
d61031d6abbb2a91dcd141f29154a9c276edbc05,2016-02-25T14:25:49Z,Adding a screenshot,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('d61031d6abbb2a91dcd141f29154a9c276edbc05','13953290','asaha1','2016-02-25T14:25:49Z','Adding a screenshot');"
a0f3031007beff286e3861ab663951e52534641b,2016-02-25T04:50:13Z,Changed into two fold view,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('a0f3031007beff286e3861ab663951e52534641b','13953290','asaha1','2016-02-25T04:50:13Z','Changed into two fold view');"
b2afc2ec3a5f7894418402d98f9f3b36dfccf09f,2016-02-24T21:41:04Z,Finally pushing the solution 2 to master repo,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('b2afc2ec3a5f7894418402d98f9f3b36dfccf09f','13953290','asaha1','2016-02-24T21:41:04Z','Finally pushing the solution 2 to master repo');"
13ca91a8d38f499030d36ed16a3e60388c0c2f23,2016-02-24T21:30:30Z,Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('13ca91a8d38f499030d36ed16a3e60388c0c2f23','13953290','asaha1','2016-02-24T21:30:30Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse');"
8f7934f4cc9c24b411685e4bac9a491badd04f74,2016-02-24T21:30:03Z,Changing dir structure,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('8f7934f4cc9c24b411685e4bac9a491badd04f74','13953290','asaha1','2016-02-24T21:30:03Z','Changing dir structure');"
36a87945761a1906ea3af130a7af47594edd7478,2016-02-24T16:41:36Z,"Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse

Merging",asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('36a87945761a1906ea3af130a7af47594edd7478','13953290','asaha1','2016-02-24T16:41:36Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse

Merging');"
c7b08c005ea0d2e7d83f279e30854d984adfe1db,2016-02-24T16:41:01Z,Some structural changes,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('c7b08c005ea0d2e7d83f279e30854d984adfe1db','13953290','asaha1','2016-02-24T16:41:01Z','Some structural changes');"
3e5267ac0c7f2c97059faea266be20d2bbed9380,2016-02-24T16:30:09Z,some changes,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('3e5267ac0c7f2c97059faea266be20d2bbed9380','13953290','asaha1','2016-02-24T16:30:09Z','some changes');"
b117c5c7d6e292c5fbb3944601db1261dd39f03a,2016-02-24T14:05:26Z,Adding solution 2 project,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('b117c5c7d6e292c5fbb3944601db1261dd39f03a','13953290','asaha1','2016-02-24T14:05:26Z','Adding solution 2 project');"
a04efd0b62555e3ee62c34ca78fdd220a87b54d7,2016-02-24T13:51:19Z,Changing directory structure,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('a04efd0b62555e3ee62c34ca78fdd220a87b54d7','13953290','asaha1','2016-02-24T13:51:19Z','Changing directory structure');"
5eee16053e001c4677884f09ce92053a4d7f208c,2016-02-24T13:48:32Z,Adding test file,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('5eee16053e001c4677884f09ce92053a4d7f208c','13953290','asaha1','2016-02-24T13:48:32Z','Adding test file');"
41bb31784d3bc2d1cc0ef22ea5b6aa2b60686f90,2016-02-23T22:50:43Z,Ignore this change,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('41bb31784d3bc2d1cc0ef22ea5b6aa2b60686f90','13953290','asaha1','2016-02-23T22:50:43Z','Ignore this change');"
8a3b51b4fb503daefa3d83e48305017e8923ecb7,2016-02-23T02:36:11Z,Update Survey Result,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('8a3b51b4fb503daefa3d83e48305017e8923ecb7','13953290','asaha1','2016-02-23T02:36:11Z','Update Survey Result');"
1964809daf8545368f8b63dac6e1379da7df2d5d,2016-02-23T01:55:43Z,Update README.md,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('1964809daf8545368f8b63dac6e1379da7df2d5d','13953290','asaha1','2016-02-23T01:55:43Z','Update README.md');"
da4c97d99ac7569c260e7ae9a011d14eb02b025a,2016-02-17T16:00:16Z,Adding the sol2 repo as a symbolic link,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('da4c97d99ac7569c260e7ae9a011d14eb02b025a','13953290','asaha1','2016-02-17T16:00:16Z','Adding the sol2 repo as a symbolic link');"
a2fea3b8eb933467a24d7581590dc2ed0b9e4422,2016-02-17T14:15:43Z,First commit in sol2 branch,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('a2fea3b8eb933467a24d7581590dc2ed0b9e4422','13953290','asaha1','2016-02-17T14:15:43Z','First commit in sol2 branch');"
f6f13bffebbac60ae1216ba11ba228128f00344d,2016-02-14T00:47:48Z,Adding a readme file to the repo,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('f6f13bffebbac60ae1216ba11ba228128f00344d','13953290','asaha1','2016-02-14T00:47:48Z','Adding a readme file to the repo');"
d8b7bdcc448d7c47044abeefb8f42ce5ee440509,2016-02-14T00:44:44Z,Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('d8b7bdcc448d7c47044abeefb8f42ce5ee440509','13953290','asaha1','2016-02-14T00:44:44Z','Merge branch \'master\' of https://github.com/arnabsaha1011/mypackse');"
0aa502ded05943c7530f22c9f6ff83feb038f51b,2016-02-14T00:44:14Z,Adding a readme file to the repo,asaha1,13953290,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('0aa502ded05943c7530f22c9f6ff83feb038f51b','13953290','asaha1','2016-02-14T00:44:14Z','Adding a readme file to the repo');"
d3e15ef4b3b28ac87ee761bad89adab7278504a5,2016-02-08T18:56:26Z,Create Solution_Song,sju88,16637176,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('d3e15ef4b3b28ac87ee761bad89adab7278504a5','16637176','sju88','2016-02-08T18:56:26Z','Create Solution_Song');"
3145495c3684fa9025358d41c2da6ed30d510ef5,2016-02-05T22:23:41Z,Joe\'s solutions about these problems,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('3145495c3684fa9025358d41c2da6ed30d510ef5','16145028','YiqiaoXu-Joe','2016-02-05T22:23:41Z','Joe\'s solutions about these problems');"
454487463ebb427c4f02de4eca1064d01fdadb47,2016-02-05T22:11:06Z,correct the list number,YiqiaoXu-Joe,16145028,"INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values (",);,',",","','","INSERT INTO COMMIT(COMMIT_ID,COMMIT_USER_ID,COMMIT_USER_NAME,COMMIT_TIMESTAMP,COMMIT_DESC) values ('454487463ebb427c4f02de4eca1064d01fdadb47','16145028','YiqiaoXu-Joe','2016-02-05T22:11:06Z','correct the list number');"
