sha,commit/committer/date,commit/message,committer/login,committer/id
9d68a7dc0a4edfa5aa2d6045465a1dc4dca47447,2016-04-07T04:11:33Z,Changing folder structure,asaha1,13953290
701adbb29fcd5c1aca5797090b5c7255a7babb11,2016-04-07T00:39:40Z,Read me file,asaha1,13953290
fb7d9aaf4e23566befa655c14b7dbb1fc7427e84,2016-04-07T00:31:28Z,Read me file,asaha1,13953290
e8a87b2a0861f040d76185410ae4115462bce4b6,2016-04-06T23:35:38Z,Added user data file,asaha1,13953290
26d26b4996058e13c106b8f7fb912a1741753dd7,2016-04-06T16:47:06Z,readme s for april and may,asaha1,13953290
ced40d76dbea2a1e9f77e89f18369f10c1e11d03,2016-04-06T16:45:02Z,"Boxplots, t-tests and anova",asaha1,13953290
f6af8935cce3c01d0e4652c73058c83a0eb55ad2,2016-04-05T20:45:41Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028
1a0f792938c179cfeb5a36b2a76294452b3f2e46,2016-04-05T20:45:26Z,done,YiqiaoXu-Joe,16145028
58b8be31e7f31a85e441a8efc8d5da9bb7fc555e,2016-04-04T02:54:56Z,modify solution 2,sju88,16637176
c406affa9df8b1b26a5c1a28e1c2af63cc221e6f,2016-04-04T00:22:23Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028
ea9d24e000435312e7bce4047e75024cbb3b37f0,2016-04-04T00:22:16Z,small things fixed,YiqiaoXu-Joe,16145028
500e0a96ce577993adb1a899883dcf35bdf1b41d,2016-04-03T21:58:29Z,Create Post Survey,asaha1,13953290
5861e144202e69ff28713ee33a34b2f867f96ecd,2016-04-03T16:47:31Z,Update User test for 3 solutions,asaha1,13953290
175b04670bd62e59323843e2dce6578dc869f74f,2016-04-03T07:08:48Z,done,YiqiaoXu-Joe,16145028
d679b685c6aa9d20f01f1693084d6bc12077d55d,2016-04-03T06:51:05Z,function done,YiqiaoXu-Joe,16145028
82a8f3d82b70ec8a5f48f904ec23cbabd7cabb1a,2016-04-02T03:18:06Z,solution1 version2,sju88,16637176
b988ad697e23bb155b98e8512ebff56328159f3a,2016-04-02T02:12:40Z,Update User test for 3 solutions,yemao616,16628107
facd0bc8ed54a5e6aa1396e3ac963f1cc24071f6,2016-04-02T02:11:47Z,update user test,yemao616,16628107
20af8e01142c05f58e82f7999a76a2afd146f62f,2016-04-02T02:10:37Z,update user test,yemao616,16628107
5f2d29ebdaf49ae6759ae35c312f8fe74c8ac576,2016-04-02T02:09:50Z,update user test,yemao616,16628107
cf605df5a5d07ed3f93facf7b0588c99cf72624e,2016-04-02T02:08:44Z,Delete SE User test .pdf,yemao616,16628107
f8937162770b2a8cd33a0f93a08aec2b122e3516,2016-04-02T02:07:49Z,update user test,yemao616,16628107
456d2336052576b1566fcf436d7b6533d75d5042,2016-04-02T02:02:24Z,solution1 version 1,sju88,16637176
cebf45bc257280116ac013bb549a33460579b8a9,2016-04-02T01:44:28Z,Delete SE User test .pdf,yemao616,16628107
0ff54ef9738fe1c05263267a7b553278677f1592,2016-04-02T00:10:34Z,almost finished,sju88,16637176
7729c3c93b13323cbfc3b221dcbd615e50c4052b,2016-04-01T20:01:43Z,update user test,yemao616,16628107
388f031088a0cc692b0c32d58eccfa6502630b40,2016-04-01T19:59:18Z,update user test,yemao616,16628107
e18f53bb85a2dc65b2861398a6072bd909f1275a,2016-04-01T19:13:21Z,implement travel time calc function,sju88,16637176
131294d106213ae214b0cf7064effaaa4fabd2d0,2016-04-01T19:03:00Z,Update User test for 3 solutions,yemao616,16628107
479081e9e312c52eb519d6b411e1d88025b706b7,2016-04-01T19:00:57Z,Update User test for 3 solutions,yemao616,16628107
3010d8e58f68e4d9729c6f712f66a3cde6446cf4,2016-04-01T18:58:41Z,make source code readable and store lonlat of select place in a array for derection and list,YiqiaoXu-Joe,16145028
882ccc2ef95e750828ecdbebde5a53a12f860741,2016-04-01T13:13:22Z,add path time function,sju88,16637176
904bbade163cfb967f33f41d97dde87340825dce,2016-04-01T03:15:53Z,Update User test for 3 solutions,yemao616,16628107
2ccee7353d2def42ceb42f06b8325013d91cc61b,2016-04-01T03:15:03Z,Update User test for 3 solutions,yemao616,16628107
c3f89475ac838cff4ca3fbef689f8780ce953405,2016-04-01T03:01:52Z,Update User test for 3 solutions,yemao616,16628107
0ef2477cc33044c1b33b3d41f9d7ff864c1dac3a,2016-04-01T03:01:22Z,Update User test for 3 solutions,yemao616,16628107
9883f3874ea8ec9e517574cafdddfebf80565bad,2016-04-01T02:59:27Z,Update User test for 3 solutions,yemao616,16628107
106296f3f68e8b7cb4d120570a9aa2896aba156b,2016-04-01T02:45:25Z,store places which user select from nearby search and hide other markers,YiqiaoXu-Joe,16145028
ea558ce6eac27d60ff13aaebd28fe708b6f0a3cb,2016-04-01T00:26:27Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028
791c2bfee0cffeb5d85aafe78bdcadc619571832,2016-04-01T00:26:17Z,click times and keybord input characters count,YiqiaoXu-Joe,16145028
7a7c68272e62f19d6c2491bead3e076614783ce0,2016-03-31T03:17:19Z,Update User test for 3 solutions,yemao616,16628107
db53d43de9c2f98fc90a27d899d586a1510a9943,2016-03-31T02:10:11Z,Create User test for 3 solutions,yemao616,16628107
6025a8678038560107e9963da71275b60e67a3d7,2016-03-29T21:28:28Z,arrange folders,yemao616,16628107
95befdbafb1f6c78d25d2968d45da4d4c450f5cb,2016-03-29T21:25:45Z,Update and rename What we have in Solution_2 to What we have in Solution_3,yemao616,16628107
b0929a71ebc46d6b49a3e29894ad922cfadd18a1,2016-03-29T21:22:09Z,arrange folders,yemao616,16628107
b5416c960822b1ea0e3eb107a576e19623cb86c2,2016-03-29T21:13:59Z,solution-Ye,yemao616,16628107
08a7a329a55e1b8872fe2e88dff2797e14d55905,2016-03-27T20:40:59Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028
d3d4b1b817910e5f9bace99051b6d55d7c531619,2016-03-27T20:40:42Z,user chose a searched place and search nearby whatever he wants,YiqiaoXu-Joe,16145028
fa59a92c7bd5a60ac69b189b7071305c4378990a,2016-03-27T20:29:14Z,add nearby parking and restaurant,sju88,16637176
6ecaa6358f6aa80de54fe873cac6282176817cee,2016-03-20T23:40:50Z,Adding timeline to the project,asaha1,13953290
805736a7eef1b939ef30eccfe97400079023a8ac,2016-03-03T22:00:48Z,implement autocomplete in search box,YiqiaoXu-Joe,16145028
fcd2f322a99712dcb3f15dd5b5e59a73127436d0,2016-03-03T20:54:27Z,add hint in search box,YiqiaoXu-Joe,16145028
6be261ed391787ae973edf17eaccd2592f0dc950,2016-03-03T19:08:54Z,fixing repo,asaha1,13953290
1a946b156988868e456b95b052c5da4fc1dfa327,2016-03-03T18:33:05Z,fixing readme,asaha1,13953290
a5cbc530aa9f4c4516f4aeb02ffc509b99f1227e,2016-03-03T08:16:58Z,add sol1-demo,sju88,16637176
0116c020c787d5aad2d0be69205881d06ce210b8,2016-03-03T08:14:01Z,sol1,sju88,16637176
0720a4dedc700bf9c1f5b753dad5eb443732c1c3,2016-03-02T20:55:22Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028
7d7458e57ff1624949a3a7b43c87500c11db414e,2016-03-02T20:55:19Z,fix some bugs,YiqiaoXu-Joe,16145028
4552677b78cfc952648dee5a71eca15f7441c95b,2016-03-02T19:21:39Z,Update README.md,YiqiaoXu-Joe,16145028
62dcda28826083d654bbbecfe4e9a323f7973efe,2016-03-02T17:29:20Z,Update README.MD,asaha1,13953290
203da52cc0c326e8ee813e6f83589d4946bba0dc,2016-03-02T17:10:04Z,Update README.MD,yemao616,16628107
979e1934651b1fe8b94c07c484488d40c47e017b,2016-03-02T17:06:30Z,Update README.MD,yemao616,16628107
3c97e4a62dbf21ae3cd0f9431568e65bda0e589d,2016-03-02T17:04:50Z,Update README.MD,yemao616,16628107
cf110794a7fc93ed1bae688634966a751d14e93f,2016-03-02T16:56:02Z,Update README.MD,yemao616,16628107
a88313c0cbe781545610b172975a5d02759d903e,2016-03-02T16:47:17Z,adding pictures in readme telemetry,asaha1,13953290
0863de7ec247e376578bcb229a1a3bd20fb211de,2016-03-02T16:43:35Z,adding pictures in readme telemetry,asaha1,13953290
6ad3ea8b2c499763b0ad30068e6ca943b6bf7ecd,2016-03-02T16:42:53Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028
226b786d736540867db2a4c2a32157a79b4c004a,2016-03-02T16:42:28Z,fix some bugs,YiqiaoXu-Joe,16145028
62a909b51bdbbf463b38c3075f2a2cbeeb0272c8,2016-03-02T16:39:02Z,adding pictures in readme telemetry,asaha1,13953290
e36fca73099a36d5bce193febbcbf67fedc7f12a,2016-03-02T16:37:06Z,adding pictures of telemetry,asaha1,13953290
5771ffcc75382009d6e8b9346076af6c3180a08f,2016-03-02T16:34:10Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028
d212beb97e281cb1ba065e696457464ad8497c51,2016-03-02T16:33:48Z,fix some bugs,YiqiaoXu-Joe,16145028
5cf3d8f89c0ffbd45e1f47bee81172e4afb2d428,2016-03-02T16:30:16Z,adding telemetry link,asaha1,13953290
1144f52c216c1691898f8ef08d2572d03be421d6,2016-03-02T16:19:37Z,adding telemetry link,asaha1,13953290
a6c95ef437f688182d13cd6880037421a9c015bc,2016-03-02T16:16:55Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028
ed760c436b52ca2c8b9fec259c53ee44806d1b17,2016-03-02T16:16:36Z,make web beautiful,YiqiaoXu-Joe,16145028
ee60cda87e65f51f9ecce9196b63dbdf0275a5e4,2016-03-02T16:11:55Z,Solution 1 readme,asaha1,13953290
2856c7d5306bbfbc9a9d764183d1ba000820f675,2016-03-02T16:10:45Z,Solution 1 readme,asaha1,13953290
f78ab1a0395008d49c7c44f00029a06687972e43,2016-03-02T16:05:23Z,adding format to Ye's readme,asaha1,13953290
64ef7e8e0b890cfde721512b2b39185f7c7f796c,2016-03-02T15:58:19Z,Adding telemetry file,asaha1,13953290
487d370c538337496db662e08d8a3c2a78e8f1e2,2016-03-02T15:54:30Z,Adding few files,asaha1,13953290
df0b5f6e2567993a5473612d0f67e7491b11eefe,2016-03-02T15:27:03Z,updating mar 1 readme,asaha1,13953290
60fe7c1e03b6fcc5bbbd9553e8a6da3289e3326a,2016-03-02T15:15:33Z,Readme for mar 1 deliverable,asaha1,13953290
ad643144d3f1750cf32bc1bdfacd61549a815479,2016-03-02T15:03:15Z,CHanging readme for itinerary,asaha1,13953290
2a76ac97507a991706f31dde6cf5bb5622adb0f5,2016-03-02T15:00:58Z,Putting readme file for solution 3,asaha1,13953290
2c6de3b267f691b1761cbf1eda5bc335115decac,2016-03-02T14:50:47Z,Making current solution 2 to solution 3,asaha1,13953290
f53a3d321cafd557c5ac2d749b7fb4630e1a1f81,2016-03-02T14:44:47Z,Create Readme,yemao616,16628107
94ec2c3acf29f7b368cc4b319e2ade4a7d387344,2016-03-02T04:11:46Z,Modified readme,asaha1,13953290
ddff21aa879848c5ee6f6dccc1a05417b7b6e81d,2016-03-02T04:05:14Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,asaha1,13953290
4dc00277ecc09ebc48e9afafb9f19d239918775f,2016-03-02T04:04:49Z,Modified readme file,asaha1,13953290
5e174d560b0353a39ff15a33fd776cd8dca20c7f,2016-03-01T00:31:29Z,push demo map,yemao616,16628107
08413f42aeb5d7a9e83b82b32e9e67b5f0e182a3,2016-02-29T23:30:49Z,Remove the place on clicking X,asaha1,13953290
0d91e95a2fb704b12a9039972f20beddcb0275bd,2016-02-29T21:36:10Z,push demo test,yemao616,16628107
a7fb68e186ee24c7a72f88833492716a86cc8acf,2016-02-29T21:18:15Z,push demo,,
bedb0cf08799f320c30c3a527ab5d360624ac79f,2016-02-29T02:58:30Z,test id push,,
b31d44b3793689bf54d7154a86414abc834146c3,2016-02-29T02:54:57Z,test pull,,
310a9e7088343fd76023d5c6591fa506d263ac05,2016-02-29T02:46:41Z,test pull,yemao616,16628107
2db5b7a670bb651cb6fac8dea2fea19d78b80332,2016-02-29T02:31:08Z,blah blah,,
16928474aff4ed92efaeb4b863b020b0f0935803,2016-02-29T02:28:49Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,,
cd995ae2ef9faa623bd3cf7fb4b1ceaf074ff3d6,2016-02-29T02:28:22Z,doule check,,
efc6d0cfed41e7d6094aaf59182c40f8ba884d8e,2016-02-28T03:05:47Z,Create The way to improve greatly on March,yemao616,16628107
895146b6d30e4935d2ad60126d4e642df81b24cf,2016-02-28T02:48:13Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,asaha1,13953290
c21812f4418bdc52042661f6f80e6dc2f724d7c2,2016-02-28T02:48:01Z,Solution 3 version 1.2 with multiple search capabilities and actual paths,asaha1,13953290
ace02670a3628df87fe6ce69974c3f38fc6c5612,2016-02-28T01:19:46Z,direction function finish,YiqiaoXu-Joe,16145028
6f8b22ea600fe5895d46fd858da29201153d5954,2016-02-26T22:18:05Z,save address in array for direction,YiqiaoXu-Joe,16145028
8c93083036895d9aadbfbc3f0b9389f95b30ea8a,2016-02-26T18:44:19Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,YiqiaoXu-Joe,16145028
bfc646c279e75d67def9e08d8c7358ead198e218,2016-02-26T18:40:37Z,search and make marker in web,YiqiaoXu-Joe,16145028
953d8ebe60c7386b9ac8448c9864fad142504e2e,2016-02-26T18:38:30Z,search and make marker in web,YiqiaoXu-Joe,16145028
c6ec494f963895e52787952143ca65a2fbd49fad,2016-02-25T21:07:25Z,Adding Ye's solution,,
e1b0068049926e9a3271533002481cedd500cf15,2016-02-25T18:57:37Z,Delete What we have in Solution_2,yemao616,16628107
adfd82f14e5f8aed275f2ddd0d535408ef433270,2016-02-25T18:57:17Z,Create What we have in Solution_2,yemao616,16628107
a79667bb0758aa5455b0cfc950a089dbd7850445,2016-02-25T18:55:44Z,Create What we have in Solution_2,yemao616,16628107
8a7af66734a02c0b3299eeafdafbb3ae508367df,2016-02-25T14:33:49Z,Update README.md,asaha1,13953290
f79898381214d6413754d03d554823fb579cf26e,2016-02-25T14:32:07Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,asaha1,13953290
e35139935611a72184f1fd8a92a95f26310a4b93,2016-02-25T14:30:01Z,Modifying the screen shot,asaha1,13953290
d687cce0f8ab0a68598a3790ebc68c1d370f89c1,2016-02-25T14:26:51Z,Update README.md,asaha1,13953290
d61031d6abbb2a91dcd141f29154a9c276edbc05,2016-02-25T14:25:49Z,Adding a screenshot,asaha1,13953290
a0f3031007beff286e3861ab663951e52534641b,2016-02-25T04:50:13Z,Changed into two fold view,asaha1,13953290
b2afc2ec3a5f7894418402d98f9f3b36dfccf09f,2016-02-24T21:41:04Z,Finally pushing the solution 2 to master repo,asaha1,13953290
13ca91a8d38f499030d36ed16a3e60388c0c2f23,2016-02-24T21:30:30Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,asaha1,13953290
8f7934f4cc9c24b411685e4bac9a491badd04f74,2016-02-24T21:30:03Z,Changing dir structure,asaha1,13953290
36a87945761a1906ea3af130a7af47594edd7478,2016-02-24T16:41:36Z,"Merge branch 'master' of https://github.com/arnabsaha1011/mypackseMerging",asaha1,13953290
c7b08c005ea0d2e7d83f279e30854d984adfe1db,2016-02-24T16:41:01Z,Some structural changes,asaha1,13953290
3e5267ac0c7f2c97059faea266be20d2bbed9380,2016-02-24T16:30:09Z,some changes,asaha1,13953290
b117c5c7d6e292c5fbb3944601db1261dd39f03a,2016-02-24T14:05:26Z,Adding solution 2 project,asaha1,13953290
a04efd0b62555e3ee62c34ca78fdd220a87b54d7,2016-02-24T13:51:19Z,Changing directory structure,asaha1,13953290
5eee16053e001c4677884f09ce92053a4d7f208c,2016-02-24T13:48:32Z,Adding test file,asaha1,13953290
41bb31784d3bc2d1cc0ef22ea5b6aa2b60686f90,2016-02-23T22:50:43Z,Ignore this change,asaha1,13953290
8a3b51b4fb503daefa3d83e48305017e8923ecb7,2016-02-23T02:36:11Z,Update Survey Result,asaha1,13953290
1964809daf8545368f8b63dac6e1379da7df2d5d,2016-02-23T01:55:43Z,Update README.md,asaha1,13953290
da4c97d99ac7569c260e7ae9a011d14eb02b025a,2016-02-17T16:00:16Z,Adding the sol2 repo as a symbolic link,asaha1,13953290
a2fea3b8eb933467a24d7581590dc2ed0b9e4422,2016-02-17T14:15:43Z,First commit in sol2 branch,asaha1,13953290
f6f13bffebbac60ae1216ba11ba228128f00344d,2016-02-14T00:47:48Z,Adding a readme file to the repo,asaha1,13953290
d8b7bdcc448d7c47044abeefb8f42ce5ee440509,2016-02-14T00:44:44Z,Merge branch 'master' of https://github.com/arnabsaha1011/mypackse,asaha1,13953290
0aa502ded05943c7530f22c9f6ff83feb038f51b,2016-02-14T00:44:14Z,Adding a readme file to the repo,asaha1,13953290
d3e15ef4b3b28ac87ee761bad89adab7278504a5,2016-02-08T18:56:26Z,Create Solution_Song,sju88,16637176
3145495c3684fa9025358d41c2da6ed30d510ef5,2016-02-05T22:23:41Z,Joe's solutions about these problems,YiqiaoXu-Joe,16145028
454487463ebb427c4f02de4eca1064d01fdadb47,2016-02-05T22:11:06Z,correct the list number,YiqiaoXu-Joe,16145028
1a9d6f36361ec7a60c4b6addd9f2e50fbaa6f78e,2016-02-02T23:04:21Z,Update Survey Result,asaha1,13953290
8d87f34595386576e843f574099b9dceb4f57167,2016-02-01T19:40:07Z,Few changes,YiqiaoXu-Joe,16145028
e6bc71d141d405a3e23993822a764958d130523c,2016-02-01T19:36:47Z,Few changes,YiqiaoXu-Joe,16145028
16a5de897524360571ba0e29d87938d6e0a5e40d,2016-02-01T16:53:53Z,few changes,asaha1,13953290
656a36c44a01bfa8103827b93dfc72edeab4c49a,2016-02-01T01:52:36Z,few changes,asaha1,13953290
b0a77d7566df9dc6a97bb6e4242e31b4fd87dd63,2016-01-31T21:52:41Z,Structuring the folders and adding the feb 1 project,asaha1,13953290
3ec0d9e9b7f93df868c902fda79499c9f357c55b,2016-01-31T21:11:04Z,few changes,asaha1,13953290
9ba961325c5b82551a26ee5e653511133d41b1c3,2016-01-31T21:07:32Z,eh,asaha1,13953290
3512e96d8d7f29c55271c28ac8467fda8da7c947,2016-01-28T21:00:02Z,Update Survey Result,YiqiaoXu-Joe,16145028
e322318a01d8819ca841088420db9e89fef78182,2016-01-28T16:00:36Z,Create Survey Result,YiqiaoXu-Joe,16145028
4a9125eb61ab17d58502bb52e9223d5bf6fac239,2016-01-26T18:38:03Z,Create what we can add to the paper,arnabsaha1011,5965776
070ab64e75eecb1aeb006dbd68fabb624cc8f1bc,2016-01-19T19:37:17Z,Update SE survey,arnabsaha1011,5965776
97cc79813f4b518b4f28183e43c19b017a20518d,2016-01-18T02:14:55Z,Update SE survey,arnabsaha1011,5965776
445eb4eada901bc571c6adad539cf55b54007e1d,2016-01-18T02:11:59Z,Create SE survey,arnabsaha1011,5965776
807bcea9ba62a462c404d77d22bec59ff9662a89,2016-01-18T01:46:21Z,Update Survey,arnabsaha1011,5965776
41b59bce32ab2cf415c1487360d0691815b78b95,2016-01-18T00:10:56Z,Update Survey,arnabsaha1011,5965776
cd50842e1ca02c4a586117abcb1b0f93390e694b,2016-01-17T23:42:01Z,Update Survey,arnabsaha1011,5965776
75f4b2ea81af5ade859ec9589d8d83bd5673fdc6,2016-01-17T21:11:18Z,Update Survey,arnabsaha1011,5965776
3df0fe1359a08818e041b54d57584ee934d6dadf,2016-01-17T21:08:03Z,Update Survey,arnabsaha1011,5965776
d3a444cd6da8f946e02b0a185c256e9f2a3ad22f,2016-01-17T21:04:11Z,Update Survey,arnabsaha1011,5965776
f5a43f5668b9b180611e580715bea649cf0594ce,2016-01-17T21:02:54Z,Update Survey,arnabsaha1011,5965776
73bef790dbf19c395f7fb766663599b8f620d57c,2016-01-17T20:48:34Z,Update Survey,arnabsaha1011,5965776
